PassengerId,Pclass,Survived,Name,Sex,Age,Sibsp,Parch,Ticket,Fare,Embarked,Actual_Fare
951,3,0,"Larsson, Mr. August Viktor",male,29.0,0,0,7545,9.4833,S,240.53767809090908
952,3,0,"Larsson, Mr. Bengt Edvin",male,29.0,0,0,347067,7.775,S,197.20777020202019
953,3,0,"Larsson-Rondberg, Mr. Edvard A",male,22.0,0,0,347065,7.775,S,197.20777020202019
954,3,1,"Leeni, Mr. Fahim (""Philip Zenni"")",male,22.0,0,0,2620,7.225,C,183.2573813131313
960,3,0,"Leinonen, Mr. Antti Gustaf",male,32.0,0,0,STON/O 2. 3101292,7.925,S,201.0124217171717
961,3,0,"Lemberopolous, Mr. Peter L",male,34.5,0,0,2683,6.4375,C,163.28296085858585
964,3,0,"Leonard, Mr. Lionel",male,36.0,0,0,LINE,14.44,S,366.2611191919192
965,3,0,"Lester, Mr. James",male,39.0,0,0,A/4 48871,24.15,S,612.5488939393939
966,3,0,"Lievens, Mr. Rene Aime",male,24.0,0,0,345781,9.5,S,240.96126262626262
967,3,0,"Lindahl, Miss. Agda Thorilda Viktoria",female,25.0,0,0,347071,7.775,S,197.20777020202019
968,3,0,"Lindblom, Miss. Augusta Charlotta",female,45.0,0,0,347073,7.75,S,196.57366161616162
969,3,0,"Lindell, Mr. Edvard Bengtsson",male,36.0,1,0,349910,15.55,S,394.41554040404037
970,3,0,"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)",female,30.0,1,0,349910,15.55,S,394.41554040404037
971,3,1,"Lindqvist, Mr. Eino William",male,20.0,1,0,STON/O 2. 3101285,7.925,S,201.0124217171717
973,3,0,"Ling, Mr. Lee",male,28.0,0,0,1601,56.4958,S,1432.9788737979798
975,3,0,"Lobb, Mr. William Arthur",male,30.0,1,0,A/5. 3336,16.1,S,408.3659292929293
976,3,0,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,26.0,1,0,A/5. 3336,16.1,S,408.3659292929293
978,3,0,"Lovell, Mr. John Hall (""Henry"")",male,20.5,0,0,A/5 21173,7.25,S,183.8914898989899
979,3,1,"Lulic, Mr. Nikola",male,27.0,0,0,315098,8.6625,S,219.71862499999997
980,3,0,"Lundahl, Mr. Johan Svensson",male,51.0,0,0,347743,7.0542,S,178.92515145454544
981,3,1,"Lundin, Miss. Olga Elida",female,23.0,0,0,347469,7.8542,S,199.2166262020202
982,3,1,"Lundstrom, Mr. Thure Edvin",male,32.0,0,0,350403,7.5792,S,192.24143175757575
986,3,1,"Madsen, Mr. Fridtjof Arne",male,24.0,0,0,C 17369,7.1417,S,181.14453150505048
987,3,0,"Maenpaa, Mr. Matti Alexanteri",male,22.0,0,0,STON/O 2. 3101275,7.125,S,180.72094696969697
991,3,0,"Makinen, Mr. Kalle Edvard",male,29.0,0,0,STON/O 2. 3101268,7.925,S,201.0124217171717
993,3,0,"Mangan, Miss. Mary",female,30.5,0,0,364850,7.75,Q,196.57366161616162
996,3,0,"Markoff, Mr. Marin",male,35.0,0,0,349213,7.8958,C,200.27178288888888
997,3,0,"Markun, Mr. Johann",male,33.0,0,0,349257,7.8958,S,200.27178288888888
1008,3,1,"McGowan, Miss. Anna ""Annie""",female,15.0,0,0,330923,8.0292,Q,203.65538630303027
1009,3,0,"McGowan, Miss. Katherine",female,35.0,0,0,9232,7.75,Q,196.57366161616162
1011,3,0,"McNamee, Mr. Neal",male,24.0,1,0,376566,16.1,S,408.3659292929293
1012,3,0,"McNamee, Mrs. Neal (Eileen O'Leary)",female,19.0,1,0,376566,16.1,S,408.3659292929293
1016,3,0,"Meo, Mr. Alfonzo",male,55.5,0,0,A.5. 11206,8.05,S,204.18296464646465
1018,3,1,"Midtsjo, Mr. Karl Albert",male,21.0,0,0,345501,7.775,S,197.20777020202019
1020,3,0,"Mineff, Mr. Ivan",male,24.0,0,0,349233,7.8958,S,200.27178288888888
1021,3,0,"Minkoff, Mr. Lazar",male,21.0,0,0,349211,7.8958,S,200.27178288888888
1022,3,0,"Mionoff, Mr. Stoytcho",male,28.0,0,0,349207,7.8958,S,200.27178288888888
1025,3,0,"Moen, Mr. Sigurd Hansen",male,25.0,0,0,348123,7.65,S,194.03722727272728
1026,3,1,"Moor, Master. Meier",male,6.0,0,1,392096,12.475,S,316.4201843434343
1027,3,1,"Moor, Mrs. (Beila)",female,27.0,0,1,392096,12.475,S,316.4201843434343
1032,3,0,"Morley, Mr. William",male,34.0,0,0,364506,8.05,S,204.18296464646465
1041,3,1,"Mulvihill, Miss. Bertha E",female,24.0,0,0,382653,7.75,Q,196.57366161616162
1046,3,0,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18.0,0,0,347078,7.75,S,196.57366161616162
1047,3,0,"Naidenoff, Mr. Penko",male,22.0,0,0,349206,7.8958,S,200.27178288888888
1048,3,1,"Najib, Miss. Adele Kiamie ""Jane""",female,15.0,0,0,2667,7.225,C,183.2573813131313
1049,3,1,"Nakid, Miss. Maria (""Mary"")",female,1.0,0,2,2653,15.7417,C,399.277885040404
1050,3,1,"Nakid, Mr. Sahid",male,20.0,1,1,2653,15.7417,C,399.277885040404
1051,3,1,"Nakid, Mrs. Said (Waika ""Mary"" Mowad)",female,19.0,1,1,2653,15.7417,C,399.277885040404
1052,3,0,"Nancarrow, Mr. William Henry",male,33.0,0,0,A./5. 3338,8.05,S,204.18296464646465
1057,3,1,"Nicola-Yarred, Master. Elias",male,12.0,1,0,2651,11.2417,C,285.1383395858586
1058,3,1,"Nicola-Yarred, Miss. Jamila",female,14.0,1,0,2651,11.2417,C,285.1383395858586
1059,3,0,"Nieminen, Miss. Manta Josefina",female,29.0,0,0,3101297,7.925,S,201.0124217171717
1060,3,0,"Niklasson, Mr. Samuel",male,28.0,0,0,363611,8.05,S,204.18296464646465
1061,3,1,"Nilsson, Miss. Berta Olivia",female,18.0,0,0,347066,7.775,S,197.20777020202019
1062,3,1,"Nilsson, Miss. Helmina Josefina",female,26.0,0,0,347470,7.8542,S,199.2166262020202
1063,3,0,"Nilsson, Mr. August Ferdinand",male,21.0,0,0,350410,7.8542,S,199.2166262020202
1064,3,0,"Nirva, Mr. Iisakki Antino Aijo",male,41.0,0,0,SOTON/O2 3101272,7.125,S,180.72094696969697
1065,3,1,"Niskanen, Mr. Juha",male,39.0,0,0,STON/O 2. 3101289,7.925,S,201.0124217171717
1066,3,0,"Nosworthy, Mr. Richard Cater",male,21.0,0,0,A/4. 39886,7.8,S,197.84187878787876
1067,3,0,"Novel, Mr. Mansouer",male,28.5,0,0,2697,7.2292,C,183.36391155555555
1068,3,1,"Nysten, Miss. Anna Sofia",female,22.0,0,0,347081,7.75,S,196.57366161616162
1069,3,0,"Nysveen, Mr. Johan Hansen",male,61.0,0,0,345364,6.2375,S,158.21009217171715
1076,3,0,"Odahl, Mr. Nils Martin",male,23.0,0,0,7267,9.225,S,233.98606818181815
1080,3,1,"Ohman, Miss. Velin",female,22.0,0,0,347085,7.775,S,197.20777020202019
1083,3,1,"Olsen, Master. Artur Karl",male,9.0,0,1,C 17368,3.1708,S,80.42526016161615
1084,3,0,"Olsen, Mr. Henry Margido",male,28.0,0,0,C 4001,22.525,S,571.3318358585858
1085,3,0,"Olsen, Mr. Karl Siegwart Andreas",male,42.0,0,1,4579,8.4042,S,213.16701509090908
1087,3,0,"Olsson, Miss. Elina",female,31.0,0,0,350407,7.8542,S,199.2166262020202
1088,3,0,"Olsson, Mr. Nils Johan Goransson",male,28.0,0,0,347464,7.8542,S,199.2166262020202
1089,3,1,"Olsson, Mr. Oscar Wilhelm",male,32.0,0,0,347079,7.775,S,197.20777020202019
1090,3,0,"Olsvigen, Mr. Thor Anderson",male,20.0,0,0,6563,9.225,S,233.98606818181815
1091,3,0,"Oreskovic, Miss. Jelka",female,23.0,0,0,315085,8.6625,S,219.71862499999997
1092,3,0,"Oreskovic, Miss. Marija",female,20.0,0,0,315096,8.6625,S,219.71862499999997
1093,3,0,"Oreskovic, Mr. Luka",male,20.0,0,0,315094,8.6625,S,219.71862499999997
1094,3,0,"Osen, Mr. Olaf Elon",male,16.0,0,0,7534,9.2167,S,233.7755441313131
1095,3,1,"Osman, Mrs. Mara",female,31.0,0,0,349244,8.6833,S,220.24620334343433
1097,3,0,"Palsson, Master. Gosta Leonard",male,2.0,3,1,349909,21.075,S,534.5535378787879
1098,3,0,"Palsson, Master. Paul Folke",male,6.0,3,1,349909,21.075,S,534.5535378787879
1099,3,0,"Palsson, Miss. Stina Viola",female,3.0,3,1,349909,21.075,S,534.5535378787879
1100,3,0,"Palsson, Miss. Torborg Danira",female,8.0,3,1,349909,21.075,S,534.5535378787879
1101,3,0,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,29.0,0,4,349909,21.075,S,534.5535378787879
1102,3,0,"Panula, Master. Eino Viljami",male,1.0,4,1,3101295,39.6875,S,1006.647380050505
1103,3,0,"Panula, Master. Juha Niilo",male,7.0,4,1,3101295,39.6875,S,1006.647380050505
1104,3,0,"Panula, Master. Urho Abraham",male,2.0,4,1,3101295,39.6875,S,1006.647380050505
1105,3,0,"Panula, Mr. Ernesti Arvid",male,16.0,4,1,3101295,39.6875,S,1006.647380050505
1106,3,0,"Panula, Mr. Jaako Arnold",male,14.0,4,1,3101295,39.6875,S,1006.647380050505
1107,3,0,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,41.0,0,5,3101295,39.6875,S,1006.647380050505
1108,3,0,"Pasic, Mr. Jakob",male,21.0,0,0,315097,8.6625,S,219.71862499999997
1109,3,0,"Patchett, Mr. George",male,19.0,0,0,358585,14.5,S,367.7829797979798
1111,3,0,"Pavlovic, Mr. Stefo",male,32.0,0,0,349242,7.8958,S,200.27178288888888
1112,3,0,"Peacock, Master. Alfred Edward",male,0.75,1,1,SOTON/O.Q. 3101315,13.775,S,349.3938308080808
1113,3,0,"Peacock, Miss. Treasteall",female,3.0,1,1,SOTON/O.Q. 3101315,13.775,S,349.3938308080808
1114,3,0,"Peacock, Mrs. Benjamin (Edith Nile)",female,26.0,0,2,SOTON/O.Q. 3101315,13.775,S,349.3938308080808
1118,3,0,"Pekoniemi, Mr. Edvard",male,21.0,0,0,STON/O 2. 3101294,7.925,S,201.0124217171717
1119,3,0,"Peltomaki, Mr. Nikolai Johannes",male,25.0,0,0,STON/O 2. 3101291,7.925,S,201.0124217171717
1120,3,0,"Perkin, Mr. John Henry",male,22.0,0,0,A/5 21174,7.25,S,183.8914898989899
1121,3,1,"Persson, Mr. Ernst Ulrik",male,25.0,1,0,347083,7.775,S,197.20777020202019
1126,3,0,"Petersen, Mr. Marius",male,24.0,0,0,342441,8.05,S,204.18296464646465
1127,3,0,"Petranec, Miss. Matilda",female,28.0,0,0,349245,7.8958,S,200.27178288888888
1128,3,0,"Petroff, Mr. Nedelio",male,19.0,0,0,349212,7.8958,S,200.27178288888888
1130,3,0,"Petterson, Mr. Johan Emil",male,25.0,1,0,347076,7.775,S,197.20777020202019
1131,3,0,"Pettersson, Miss. Ellen Natalia",female,18.0,0,0,347087,7.775,S,197.20777020202019
1132,3,1,"Pickard, Mr. Berk (Berk Trembisky)",male,32.0,0,0,SOTON/O.Q. 392078,8.05,S,204.18296464646465
1134,3,0,"Pokrnic, Mr. Mate",male,17.0,0,0,315095,8.6625,S,219.71862499999997
1135,3,0,"Pokrnic, Mr. Tome",male,24.0,0,0,315092,8.6625,S,219.71862499999997
1140,3,0,"Rekic, Mr. Tido",male,38.0,0,0,349249,7.8958,S,200.27178288888888
1141,3,0,"Reynolds, Mr. Harold J",male,21.0,0,0,342684,8.05,S,204.18296464646465
1142,3,0,"Rice, Master. Albert",male,10.0,4,1,382652,29.125,Q,738.7365025252525
1143,3,0,"Rice, Master. Arthur",male,4.0,4,1,382652,29.125,Q,738.7365025252525
1144,3,0,"Rice, Master. Eric",male,7.0,4,1,382652,29.125,Q,738.7365025252525
1145,3,0,"Rice, Master. Eugene",male,2.0,4,1,382652,29.125,Q,738.7365025252525
1146,3,0,"Rice, Master. George Hugh",male,8.0,4,1,382652,29.125,Q,738.7365025252525
1147,3,0,"Rice, Mrs. William (Margaret Norton)",female,39.0,0,5,382652,29.125,Q,738.7365025252525
1148,3,0,"Riihivouri, Miss. Susanna Juhantytar ""Sanni""",female,22.0,0,0,3101295,39.6875,S,1006.647380050505
1149,3,0,"Rintamaki, Mr. Matti",male,35.0,0,0,STON/O 2. 3101273,7.125,S,180.72094696969697
1153,3,0,"Robins, Mr. Alexander A",male,50.0,1,0,A/5. 3337,14.5,S,367.7829797979798
1154,3,0,"Robins, Mrs. Alexander A (Grace Charity Laury)",female,47.0,1,0,A/5. 3337,14.5,S,367.7829797979798
1157,3,0,"Rosblom, Miss. Salli Helena",female,2.0,1,1,370129,20.2125,S,512.6767916666666
1158,3,0,"Rosblom, Mr. Viktor Richard",male,18.0,1,1,370129,20.2125,S,512.6767916666666
1159,3,0,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,41.0,0,2,370129,20.2125,S,512.6767916666666
1161,3,0,"Rouse, Mr. Richard Henry",male,50.0,0,0,A/5 3594,8.05,S,204.18296464646465
1162,3,0,"Rush, Mr. Alfred George John",male,16.0,0,0,A/4. 20589,8.05,S,204.18296464646465
1166,3,0,"Saad, Mr. Khalil",male,25.0,0,0,2672,7.225,C,183.2573813131313
1170,3,0,"Saether, Mr. Simon Sivertsen",male,38.5,0,0,SOTON/O.Q. 3101262,7.25,S,183.8914898989899
1172,3,0,"Sage, Master. William Henry",male,14.5,8,2,CA. 2343,69.55,S,1764.0900858585856
1182,3,0,"Salander, Mr. Karl Johan",male,24.0,0,0,7266,9.325,S,236.5225025252525
1183,3,1,"Salkjelsvik, Miss. Anna Kristine",female,21.0,0,0,343120,7.65,S,194.03722727272728
1184,3,0,"Salonen, Mr. Johan Werner",male,39.0,0,0,3101296,7.925,S,201.0124217171717
1188,3,1,"Sandstrom, Miss. Beatrice Irene",female,1.0,1,1,PP 9549,16.7,S,423.58453535353533
1189,3,1,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24.0,0,2,PP 9549,16.7,S,423.58453535353533
1190,3,1,"Sandstrom, Miss. Marguerite Rut",female,4.0,1,1,PP 9549,16.7,S,423.58453535353533
1191,3,1,"Sap, Mr. Julius",male,25.0,0,0,345768,9.5,S,240.96126262626262
1192,3,0,"Saundercock, Mr. William Henry",male,20.0,0,0,A/5. 2151,8.05,S,204.18296464646465
1193,3,0,"Sawyer, Mr. Frederick Charles",male,24.5,0,0,342826,8.05,S,204.18296464646465
1197,3,1,"Sheerlinck, Mr. Jan Baptist",male,29.0,0,0,345779,9.5,S,240.96126262626262
1202,3,0,"Sirayanian, Mr. Orsen",male,22.0,0,0,2669,7.2292,C,183.36391155555555
1204,3,0,"Sivic, Mr. Husein",male,40.0,0,0,349251,7.8958,S,200.27178288888888
1205,3,0,"Sivola, Mr. Antti Wilhelm",male,21.0,0,0,STON/O 2. 3101280,7.925,S,201.0124217171717
1206,3,1,"Sjoblom, Miss. Anna Sofia",female,18.0,0,0,3101265,7.4958,S,190.1260455151515
1207,3,0,"Skoog, Master. Harald",male,4.0,3,2,347088,27.9,S,707.6651818181817
1208,3,0,"Skoog, Master. Karl Thorsten",male,10.0,3,2,347088,27.9,S,707.6651818181817
1209,3,0,"Skoog, Miss. Mabel",female,9.0,3,2,347088,27.9,S,707.6651818181817
1210,3,0,"Skoog, Miss. Margit Elizabeth",female,2.0,3,2,347088,27.9,S,707.6651818181817
1211,3,0,"Skoog, Mr. Wilhelm",male,40.0,1,4,347088,27.9,S,707.6651818181817
1212,3,0,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",female,45.0,1,4,347088,27.9,S,707.6651818181817
1218,3,0,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,19.0,0,0,348124,7.65,S,194.03722727272728
1219,3,0,"Somerton, Mr. Francis William",male,30.0,0,0,A.5. 18509,8.05,S,204.18296464646465
1221,3,0,"Spinner, Mr. Henry John",male,32.0,0,0,STON/OQ. 369943,8.05,S,204.18296464646465
1223,3,0,"Stankovic, Mr. Ivan",male,33.0,0,0,349239,8.6625,C,219.71862499999997
1224,3,1,"Stanley, Miss. Amy Zillah Elsie",female,23.0,0,0,CA. 2314,7.55,S,191.5007929292929
1225,3,0,"Stanley, Mr. Edward Roland",male,21.0,0,0,A/4 45380,8.05,S,204.18296464646465
1226,3,0,"Storey, Mr. Thomas",male,60.5,0,0,3701,,S,
1227,3,0,"Stoytcheff, Mr. Ilia",male,19.0,0,0,349205,7.8958,S,200.27178288888888
1228,3,0,"Strandberg, Miss. Ida Sofia",female,22.0,0,0,7553,9.8375,S,249.52172853535356
1229,3,1,"Stranden, Mr. Juho",male,31.0,0,0,STON/O 2. 3101288,7.925,S,201.0124217171717
1230,3,0,"Strilic, Mr. Ivan",male,27.0,0,0,315083,8.6625,S,219.71862499999997
1231,3,0,"Strom, Miss. Telma Matilda",female,2.0,0,1,347054,10.4625,S,265.3744431818182
1232,3,0,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,29.0,1,1,347054,10.4625,S,265.3744431818182
1233,3,1,"Sunderland, Mr. Victor Francis",male,16.0,0,0,SOTON/OQ 392089,8.05,S,204.18296464646465
1234,3,1,"Sundman, Mr. Johan Julian",male,44.0,0,0,STON/O 2. 3101269,7.925,S,201.0124217171717
1235,3,0,"Sutehall, Mr. Henry Jr",male,25.0,0,0,SOTON/OQ 392076,7.05,S,178.8186212121212
1236,3,0,"Svensson, Mr. Johan",male,74.0,0,0,347060,7.775,S,197.20777020202019
1237,3,1,"Svensson, Mr. Johan Cervin",male,14.0,0,0,7538,9.225,S,233.98606818181815
1238,3,0,"Svensson, Mr. Olof",male,24.0,0,0,350035,7.7958,S,197.7353485454545
1239,3,1,"Tenglin, Mr. Gunnar Isidor",male,25.0,0,0,350033,7.7958,S,197.7353485454545
1240,3,0,"Theobald, Mr. Thomas Leonard",male,34.0,0,0,363294,8.05,S,204.18296464646465
1241,3,1,"Thomas, Master. Assad Alexander",male,0.4167,0,1,2625,8.5167,C,216.0205037272727
1245,3,1,"Thomas, Mrs. Alexander (Thamine ""Thelma"")",female,16.0,1,1,2625,8.5167,C,216.0205037272727
1249,3,0,"Tikkanen, Mr. Juho",male,32.0,0,0,STON/O 2. 3101293,7.925,S,201.0124217171717
1252,3,0,"Tomlin, Mr. Ernest Portage",male,30.5,0,0,364499,8.05,S,204.18296464646465
1253,3,0,"Torber, Mr. Ernst William",male,44.0,0,0,364511,8.05,S,204.18296464646465
1255,3,1,"Tornquist, Mr. William Henry",male,25.0,0,0,LINE,14.44,S,366.2611191919192
1257,3,1,"Touma, Master. Georges Youssef",male,7.0,1,1,2650,15.2458,C,386.6997071313131
1258,3,1,"Touma, Miss. Maria Youssef",female,9.0,1,1,2650,15.2458,C,386.6997071313131
1259,3,1,"Touma, Mrs. Darwis (Hanne Youssef Razi)",female,29.0,0,2,2650,15.2458,C,386.6997071313131
1260,3,0,"Turcin, Mr. Stjepan",male,36.0,0,0,349247,7.8958,S,200.27178288888888
1261,3,1,"Turja, Miss. Anna Sofia",female,18.0,0,0,4138,9.8417,S,249.62825877777775
1262,3,1,"Turkula, Mrs. (Hedwig)",female,63.0,0,0,4134,9.5875,S,243.1806426767677
1264,3,0,"van Billiard, Master. Walter John",male,11.5,1,1,A/5. 851,14.5,S,367.7829797979798
1265,3,0,"van Billiard, Mr. Austin Blyler",male,40.5,0,2,A/5. 851,14.5,S,367.7829797979798
1266,3,0,"Van Impe, Miss. Catharina",female,10.0,0,2,345773,24.15,S,612.5488939393939
1267,3,0,"Van Impe, Mr. Jean Baptiste",male,36.0,1,1,345773,24.15,S,612.5488939393939
1268,3,0,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,30.0,1,1,345773,24.15,S,612.5488939393939
1270,3,0,"Vande Velde, Mr. Johannes Joseph",male,33.0,0,0,345780,9.5,S,240.96126262626262
1271,3,0,"Vande Walle, Mr. Nestor Cyriel",male,28.0,0,0,345770,9.5,S,240.96126262626262
1272,3,0,"Vanden Steen, Mr. Leo Peter",male,28.0,0,0,345783,9.5,S,240.96126262626262
1273,3,0,"Vander Cruyssen, Mr. Victor",male,47.0,0,0,345765,9.0,S,228.2790909090909
1274,3,0,"Vander Planke, Miss. Augusta Maria",female,18.0,2,0,345764,18.0,S,456.5581818181818
1275,3,0,"Vander Planke, Mr. Julius",male,31.0,3,0,345763,18.0,S,456.5581818181818
1276,3,0,"Vander Planke, Mr. Leo Edmondus",male,16.0,2,0,345764,18.0,S,456.5581818181818
1277,3,0,"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)",female,31.0,1,0,345763,18.0,S,456.5581818181818
1278,3,1,"Vartanian, Mr. David",male,22.0,0,0,2658,7.225,C,183.2573813131313
1279,3,0,"Vendel, Mr. Olof Edvin",male,20.0,0,0,350416,7.8542,S,199.2166262020202
1280,3,0,"Vestrom, Miss. Hulda Amanda Adolfina",female,14.0,0,0,350406,7.8542,S,199.2166262020202
1281,3,0,"Vovk, Mr. Janko",male,22.0,0,0,349252,7.8958,S,200.27178288888888
1282,3,0,"Waelens, Mr. Achille",male,22.0,0,0,345767,9.0,S,228.2790909090909
1286,3,0,"Wenzel, Mr. Linhart",male,32.5,0,0,345775,9.5,S,240.96126262626262
1287,3,1,"Whabee, Mrs. George Joseph (Shawneene Abi-Saab)",female,38.0,0,0,2688,7.2292,C,183.36391155555555
1288,3,0,"Widegren, Mr. Carl/Charles Peter",male,51.0,0,0,347064,7.75,S,196.57366161616162
1289,3,0,"Wiklund, Mr. Jakob Alfred",male,18.0,1,0,3101267,6.4958,S,164.76170208080808
1290,3,0,"Wiklund, Mr. Karl Johan",male,21.0,1,0,3101266,6.4958,S,164.76170208080808
1291,3,1,"Wilkes, Mrs. James (Ellen Needs)",female,47.0,1,0,363272,7.0,S,177.55040404040403
1295,3,0,"Williams, Mr. Leslie",male,28.5,0,0,54636,16.1,S,408.3659292929293
1296,3,0,"Windelov, Mr. Einar",male,21.0,0,0,SOTON/OQ 3101317,7.25,S,183.8914898989899
1297,3,0,"Wirz, Mr. Albert",male,27.0,0,0,315154,8.6625,S,219.71862499999997
1299,3,0,"Wittevrongel, Mr. Camille",male,36.0,0,0,345771,9.5,S,240.96126262626262
1300,3,0,"Yasbeck, Mr. Antoni",male,27.0,1,0,2659,14.4542,C,366.62129286868685
1301,3,1,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,15.0,1,0,2659,14.4542,C,366.62129286868685
1302,3,0,"Youseff, Mr. Gerious",male,45.5,0,0,2628,7.225,C,183.2573813131313
1305,3,0,"Zabour, Miss. Hileni",female,14.5,1,0,2665,14.4542,C,366.62129286868685
1307,3,0,"Zakarian, Mr. Mapriededer",male,26.5,0,0,2656,7.225,C,183.2573813131313
1308,3,0,"Zakarian, Mr. Ortin",male,27.0,0,0,2670,7.225,C,183.2573813131313
1309,3,0,"Zimmerman, Mr. Leo",male,29.0,0,0,315082,7.875,S,199.74420454545455
